ticker,predictedClose,lastClosePrice,positionType,entryPrice,closePrice,profit,date
AAPL,178.26319885253906,187.61,Short,,,,
GOOGL,165.8046112060547,173.21,Short,,,,
AMZN,182.6949157714844,180.26,Long,,,,
MSFT,411.4784851074219,426.07,Short,,,,
TSLA,170.57879638671875,173.69,Short,,,,
NVDA,884.3746948242188,1027.115,Short,,,,
NFLX,597.35205078125,632.92,Short,,,,
ADBE,478.3580932617188,481.73,Short,,,,
ORCL,118.40779876708984,123.3,Short,,,,
INTC,32.35413360595703,30.02,Long,,,,
CSCO,47.84344100952149,46.59,Long,,,,
IBM,172.53677368164062,171.22,Long,,,,
AMD,156.0218963623047,159.3299,Short,,,,
QCOM,177.57920837402344,200.61,Short,,,,
TXN,180.455810546875,197.6,Short,,,,
AVGO,1320.8028564453125,1384.99,Short,,,,
MU,118.61375427246094,125.3,Short,,,,
CRM,277.46307373046875,277.76,Short,,,,
PYPL,64.39834594726562,61.52,Long,,,,
